sku,name,category,price,rating,inventory,sales_volume
e38938147940,Product e3893814,stationery shop,29.3,5.0,100,1
d8243785d7ff,Product d8243785,household appliances,25.2,1.0,100,1
3b09eb8e2d6b,Product 3b09eb8e,domestic_utilities,120.0,3.0,100,1
afeeea627114,Product afeeea62,telephony,236.14,4.3,100,7
278cade00c52,Product 278cade0,informatica_acessorios,28.99,5.0,100,1
238eaac32ec7,Product 238eaac3,furniture_decoracao,99.0,2.0,100,1
fb783e3e5459,Product fb783e3e,bed_table_bath,119.9,5.0,100,1
a2f108447e58,Product a2f10844,construction_tools_lighting,50.0,4.0,100,1
f68980d7981f,Product f68980d7,sport_leisure,290.0,5.0,100,1
a8a2dc008fdc,Product a8a2dc00,perfumery,149.0,5.0,100,1
dac106d94364,Product dac106d9,informatica_acessorios,31.0,4.0,100,1
6d637634f7ac,Product 6d637634,domestic_utilities,129.98,5.0,100,1
ca5861c2b694,Product ca5861c2,domestic_utilities,44.0,5.0,100,1
5a670fea12f6,Product 5a670fea,general,37.6,5.0,100,1
e1963d980dce,Product e1963d98,domestic_utilities,84.99,4.0,100,1
25d035762df7,Product 25d03576,pet_shop,99.9,5.0,100,1
aa5a3fa92cb1,Product aa5a3fa9,bed_table_bath,69.9,5.0,100,1
0896208dd849,Product 0896208d,bed_table_bath,63.99,3.0,100,1
63e0fba310ac,Product 63e0fba3,watches_gifts,160.0,5.0,100,1
a60613d36f37,Product a60613d3,beauty_health,160.0,5.0,100,1
0a407038cdb5,Product 0a407038,domestic_utilities,119.9,5.0,100,2
d5875a64de7c,Product d5875a64,furniture_office,329.9,5.0,100,1
98c2f7da9421,Product 98c2f7da,bed_table_bath,76.0,4.0,100,2
b6b4e4b46157,Product b6b4e4b4,fashion_bags_e_acessorios,199.9,4.0,100,1
d2b42ba1cc7c,Product d2b42ba1,electronics,25.9,5.0,100,1
a3e5f9cbee55,Product a3e5f9cb,furniture_decoracao,59.9,5.0,100,1
8c881951778b,Product 8c881951,bed_table_bath,48.9,1.0,100,1
d428453f5428,Product d428453f,signaling_and_safety,62.49,5.0,100,2
e343a7fbf868,Product e343a7fb,domestic_utilities,47.5,4.5,100,2
1d1021f2e10e,Product 1d1021f2,household appliances,166.29,5.0,100,1
f0d1b9adbb40,Product f0d1b9ad,domestic_utilities,36.9,5.0,100,1
c50db74048e3,Product c50db740,bed_table_bath,119.9,5.0,100,1
552dadda0dee,Product 552dadda,domestic_utilities,34.98,3.0,100,1
628cfb8a45c9,Product 628cfb8a,automotive,1988.0,1.0,100,1
b2a11c072ded,Product b2a11c07,cool_stuff,44.9,5.0,100,1
1026a916e88d,Product 1026a916,sport_leisure,104.19,5.0,100,2
0cf2faf9749f,Product 0cf2faf9,construction_tools_construction,33.9,3.0,100,1
062907032db5,Product 06290703,bed_table_bath,28.99,5.0,100,2
98c9ff7d8604,Product 98c9ff7d,informatica_acessorios,38.9,4.0,100,1
027cdd14a677,Product 027cdd14,perfumery,65.88,3.4,100,16
700b2242828c,Product 700b2242,telephony,24.99,4.0,100,1
b75a056d7d03,Product b75a056d,automotive,59.0,5.0,100,4
f16e5b7883c1,Product f16e5b78,furniture_decoracao,44.99,4.0,100,1
4c2e7dbae8cc,Product 4c2e7dba,cinema_photo,128.0,5.0,100,1
83b6bc973e91,Product 83b6bc97,beauty_health,88.78,5.0,100,1
b5ab439c1d3d,Product b5ab439c,garden_tools,379.0,4.0,100,1
8e7a3ee016b1,Product 8e7a3ee0,industry_commerce_e_business,150.0,5.0,100,1
11da471af2f5,Product 11da471a,watches_gifts,120.0,3.0,100,1
3dff8f7d2b52,Product 3dff8f7d,perfumery,149.0,5.0,100,1
29af47aaefb3,Product 29af47aa,watches_gifts,229.99,4.0,100,2
db49506c4a19,Product db49506c,furniture_decoracao,1199.0,2.0,100,1
691068f99935,Product 691068f9,beauty_health,111.27,5.0,100,1
2b6f9eb2e027,Product 2b6f9eb2,consoles_games,269.9,1.0,100,1
a0450529bd97,Product a0450529,cool_stuff,79.9,4.0,100,1
dd95c89de4ce,Product dd95c89d,bed_table_bath,79.0,5.0,100,1
7caf32b90e6f,Product 7caf32b9,domestic_utilities,259.0,5.0,100,1
af53bbaeee1f,Product af53bbae,beauty_health,64.99,2.0,100,1
ab328a14d269,Product ab328a14,beauty_health,49.9,5.0,100,1
2ab31f78e069,Product 2ab31f78,you drink,109.99,5.0,100,1
06c42344256e,Product 06c42344,household appliances,11.19,1.0,100,1
94c6a83ab9e5,Product 94c6a83a,informatica_acessorios,59.0,5.0,100,1
ffd9ac56db91,Product ffd9ac56,pet_shop,89.0,5.0,100,1
b7e9c96d27b4,Product b7e9c96d,beauty_health,29.9,5.0,100,1
6ed6fb2418af,Product 6ed6fb24,domestic_utilities,19.0,5.0,100,1
f3ee2b5fe1f2,Product f3ee2b5f,sport_leisure,111.0,4.0,100,1
2d760d94cb67,Product 2d760d94,informatica_acessorios,31.5,5.0,100,2
32a0c903321b,Product 32a0c903,domestic_utilities,239.9,5.0,100,2
b35e00b01694,Product b35e00b0,christmas_articles,44.9,1.0,100,1
39af958c865c,Product 39af958c,bed_table_bath,239.9,4.0,100,1
01d4157fd973,Product 01d4157f,bed_table_bath,56.0,3.0,100,2
34ae7b24b859,Product 34ae7b24,fashion_bags_e_acessorios,84.0,4.0,100,2
93b513d693c7,Product 93b513d6,sport_leisure,135.0,4.0,100,1
568c92362566,Product 568c9236,fashion_bags_e_acessorios,199.9,5.0,100,1
dce445916828,Product dce44591,telephony,18.9,5.0,100,1
754ea8d75da6,Product 754ea8d7,you drink,129.99,5.0,100,1
12717f7dc7e2,Product 12717f7d,bed_table_bath,39.99,5.0,100,1
e0cf79767c5b,Product e0cf7976,beauty_health,29.9,4.6,100,9
ecd5590150f0,Product ecd55901,portable appliances,24.99,5.0,100,1
0c4a0f8ab44f,Product 0c4a0f8a,food,33.89,1.0,100,4
de7df82eb1e4,Product de7df82e,sport_leisure,26.99,5.0,100,1
d426c5201738,Product d426c520,electronics,199.9,5.0,100,1
7a9ed721a4d9,Product 7a9ed721,automotive,26.0,5.0,100,1
a94567e6e87e,Product a94567e6,electronics,39.9,4.0,100,1
4520766ec412,Product 4520766e,automotive,29.99,5.0,100,2
4f00b2fac678,Product 4f00b2fa,telephony,250.0,5.0,100,1
42ec84ace63b,Product 42ec84ac,cool_stuff,99.9,3.0,100,3
cc8a6ff2506f,Product cc8a6ff2,beauty_health,15.9,5.0,100,1
57e089e3103f,Product 57e089e3,you drink,54.9,3.0,100,1
632921e8d6c6,Product 632921e8,bed_table_bath,129.9,4.5,100,2
3a92aca3f769,Product 3a92aca3,beauty_health,59.5,4.0,100,1
01a5038835ac,Product 01a50388,bed_table_bath,99.9,5.0,100,1
1f541a93f4fa,Product 1f541a93,agro_industria_e_commerce,56.81,4.0,100,1
d537e54e990d,Product d537e54e,sport_leisure,139.9,2.5,100,2
0c7e301c5eec,Product 0c7e301c,automotive,60.99,4.0,100,3
70e4915197d6,Product 70e49151,automotive,100.59,1.0,100,1
dbaeb92cf090,Product dbaeb92c,pet_shop,19.9,4.0,100,1
35e5dc947c66,Product 35e5dc94,sport_leisure,459.0,3.0,100,1
a72d9b5dc60e,Product a72d9b5d,domestic_utilities,189.9,3.0,100,1
ccd42132afae,Product ccd42132,sport_leisure,65.9,5.0,100,3
0950783476d3,Product 09507834,domestic_utilities,64.86,4.5,100,2
f30f863c9a74,Product f30f863c,sport_leisure,139.9,2.0,100,1
88a3f73bd732,Product 88a3f73b,sport_leisure,119.0,2.8,100,5
67e927f73783,Product 67e927f7,perfumery,79.85,5.0,100,2
80033c8e73f5,Product 80033c8e,sport_leisure,160.0,5.0,100,1
a8075470f960,Product a8075470,garden_tools,119.0,2.7,100,3
6f58f28210b6,Product 6f58f282,bed_table_bath,26.99,2.0,100,1
eac79e5169f7,Product eac79e51,pet_shop,1690.0,5.0,100,1
d0865f170f84,Product d0865f17,beauty_health,287.0,4.0,100,1
f251b1f9c5b0,Product f251b1f9,sport_leisure,49.9,4.3,100,3
50e9e70a21b8,Product 50e9e70a,beauty_health,34.0,4.5,100,2
03078714f1e3,Product 03078714,domestic_utilities,44.9,5.0,100,1
2ff170025624,Product 2ff17002,watches_gifts,228.8,5.0,100,1
a4f6f1f22e3d,Product a4f6f1f2,bed_table_bath,58.67,1.0,100,1
adaf53b4c04b,Product adaf53b4,automotive,129.99,3.0,100,1
7814c273ab16,Product 7814c273,furniture_decoracao,230.0,4.4,100,5
80096496b2a0,Product 80096496,sport_leisure,161.99,5.0,100,1
deb504840208,Product deb50484,household appliances,122.73,5.0,100,1
7a40001d3da6,Product 7a40001d,beauty_health,125.0,5.0,100,1
e934947ca6b6,Product e934947c,bed_table_bath,52.58,5.0,100,1
56ed53afb0d6,Product 56ed53af,construction_tools_construction,199.99,5.0,100,1
625dac8156b3,Product 625dac81,telephony,39.89,4.0,100,1
5c909f03b5ba,Product 5c909f03,sport_leisure,29.15,4.8,100,4
5ca739ddd646,Product 5ca739dd,toys,59.9,5.0,100,1
a1b35ee994b8,Product a1b35ee9,beauty_health,29.9,3.0,100,1
f5badee8a0e6,Product f5badee8,construction_tools_construction,109.9,2.0,100,1
75f6a4f019ec,Product 75f6a4f0,bags_accessories,92.0,1.0,100,1
bc1771eea502,Product bc1771ee,you drink,39.99,5.0,100,1
34b9bda637e4,Product 34b9bda6,cool_stuff,49.9,2.0,100,1
99a4788cb248,Product 99a4788c,bed_table_bath,74.0,4.0,100,6
c8f17c4ceaa0,Product c8f17c4c,informatica_acessorios,129.0,5.0,100,2
44406b87e5ac,Product 44406b87,construction_tools_garden,39.99,2.0,100,2
47ab4924a51b,Product 47ab4924,telephony,59.9,5.0,100,1
5b75bff14360,Product 5b75bff1,beauty_health,199.08,3.0,100,2
8d1e9f9f3d71,Product 8d1e9f9f,domestic_utilities,164.9,5.0,100,2
5a0c21ad6b82,Product 5a0c21ad,perfumery,96.99,3.8,100,4
895e0a8c1cf8,Product 895e0a8c,stationery shop,59.9,5.0,100,1
e23ba2d67536,Product e23ba2d6,beauty_health,59.0,5.0,100,1
0723afa6f9a5,Product 0723afa6,stationery shop,59.0,5.0,100,1
4b44730a7923,Product 4b44730a,bags_accessories,59.9,5.0,100,1
94938d42be4e,Product 94938d42,sport_leisure,139.0,1.0,100,1
9271d2541a43,Product 9271d254,toys,71.1,5.0,100,1
1428c05db726,Product 1428c05d,musica,15.9,5.0,100,1
787268a8ccbe,Product 787268a8,bed_table_bath,77.9,5.0,100,1
5b7692c4f3cf,Product 5b7692c4,bed_table_bath,66.9,3.0,100,1
9ad4fb75641c,Product 9ad4fb75,automotive,62.0,1.0,100,1
5dcdc6c08c71,Product 5dcdc6c0,sport_leisure,49.99,4.0,100,1
ed5726c81835,Product ed5726c8,beauty_health,45.0,5.0,100,1
c62bc42d383a,Product c62bc42d,bed_table_bath,114.9,5.0,100,1
89427567da9c,Product 89427567,toys,39.0,5.0,100,2
87805e636e97,Product 87805e63,domestic_utilities,98.0,5.0,100,2
2367a519f69c,Product 2367a519,pet_shop,27.99,5.0,100,2
3a806ac1ab98,Product 3a806ac1,you drink,109.9,5.0,100,1
592ff96534d1,Product 592ff965,electronics,18.99,4.0,100,1
48b68cf8eebb,Product 48b68cf8,beauty_health,18.0,5.0,100,1
3fd5f09fc9d1,Product 3fd5f09f,stationery shop,176.0,5.0,100,1
8aba3ad68202,Product 8aba3ad6,stationery shop,110.0,5.0,100,1
b948a6dd0adc,Product b948a6dd,you drink,65.0,4.2,100,4
a79ae5e76295,Product a79ae5e7,toys,32.99,5.0,100,1
184908160c13,Product 18490816,telephony,25.5,4.0,100,1
4167a7ae0930,Product 4167a7ae,beauty_health,110.32,4.0,100,1
06c76e2e852e,Product 06c76e2e,consoles_games,16.9,4.0,100,1
ebadaf46edd2,Product ebadaf46,watches_gifts,8.99,5.0,100,1
dbe30cd75714,Product dbe30cd7,bed_table_bath,29.97,4.0,100,1
199a45cf96d7,Product 199a45cf,bed_table_bath,119.9,4.0,100,1
0884a967f6a4,Product 0884a967,bed_table_bath,38.0,5.0,100,1
805967bd9157,Product 805967bd,bed_table_bath,48.45,3.0,100,1
1b58ea6b563c,Product 1b58ea6b,you drink,59.99,5.0,100,1
ede30543a080,Product ede30543,domestic_utilities,27.98,1.0,100,1
21f3c02a56cb,Product 21f3c02a,watches_gifts,168.9,5.0,100,1
9fe172fa8e66,Product 9fe172fa,fashion_bags_e_acessorios,49.9,3.2,100,8
a412e6de2f92,Product a412e6de,toys,49.9,5.0,100,1
1c7bf9205261,Product 1c7bf920,sport_leisure,49.89,4.0,100,1
44d53f1240d6,Product 44d53f12,general,3.0,4.0,100,1
c63ea4621680,Product c63ea462,informatica_acessorios,179.9,5.0,100,1
72d3bf1d3a79,Product 72d3bf1d,toys,48.9,4.0,100,1
ae8075d523c7,Product ae8075d5,sport_leisure,79.9,5.0,100,1
bc072f287b47,Product bc072f28,automotive,159.0,4.0,100,1
758eb93d6519,Product 758eb93d,casa_conforto,44.9,5.0,100,1
6bb18295cc01,Product 6bb18295,arts_and_crafts,289.49,5.0,100,1
a7216be504e1,Product a7216be5,domestic_utilities,69.9,4.6,100,8
3631b85819cc,Product 3631b858,domestic_utilities,19.0,5.0,100,1
a142a106133a,Product a142a106,air conditioning,20.0,4.5,100,2
c925e3dea455,Product c925e3de,automotive,98.7,3.0,100,1
755073cc68bc,Product 755073cc,signaling_and_safety,64.39,3.0,100,2
98f129cbe241,Product 98f129cb,construction_tools_security,396.18,3.0,100,2
210927ec4e76,Product 210927ec,stationery shop,125.9,4.0,100,1
9bfc55df037c,Product 9bfc55df,audio,550.0,5.0,100,1
0e7467f59773,Product 0e7467f5,beauty_health,119.9,5.0,100,1
82c3ea364e54,Product 82c3ea36,informatica_acessorios,49.0,3.0,100,2
5ccdfc35d9cf,Product 5ccdfc35,pet_shop,119.0,5.0,100,1
6ac3978babf6,Product 6ac3978b,domestic_utilities,84.0,4.0,100,1
9fd8c99aa3c0,Product 9fd8c99a,domestic_utilities,45.5,5.0,100,1
e919bdbe0314,Product e919bdbe,domestic_utilities,58.9,5.0,100,2
54a0f3e8ca45,Product 54a0f3e8,telephony,272.01,5.0,100,1
e47b2f2b628e,Product e47b2f2b,portateis_casa_forno_e_cafe,43.0,5.0,100,1
3cb39171fd36,Product 3cb39171,automotive,32.66,3.3,100,6
55403fdc84a0,Product 55403fdc,perfumery,229.9,1.0,100,1
c98141af5de0,Product c98141af,watches_gifts,249.9,4.0,100,1
2fa0dd76935b,Product 2fa0dd76,domestic_utilities,23.44,1.0,100,1
2f07e976774b,Product 2f07e976,air conditioning,369.9,5.0,100,1
daa5000b84b8,Product daa5000b,beauty_health,59.99,5.0,100,1
76d1a1a9d21a,Product 76d1a1a9,general,139.77,4.0,100,1
6a56304794f9,Product 6a563047,stationery shop,141.99,5.0,100,1
46fce52cef5c,Product 46fce52c,beauty_health,2.2,5.0,100,1
013ee64977aa,Product 013ee649,bed_table_bath,69.99,5.0,100,4
72dd2e7b7e10,Product 72dd2e7b,you drink,31.25,5.0,100,1
96530fd162c1,Product 96530fd1,cool_stuff,89.9,5.0,100,1
a62b367ed54e,Product a62b367e,domestic_utilities,42.9,5.0,100,1
a80de388aa0d,Product a80de388,furniture_decoracao,119.0,5.0,100,1
a4ae122069f0,Product a4ae1220,telephony,39.9,3.0,100,1
11b2b219c699,Product 11b2b219,bed_table_bath,57.99,5.0,100,2
58eaed8e153f,Product 58eaed8e,construction_tools_security,99.25,5.0,100,1
08c63555bbee,Product 08c63555,domestic_utilities,95.15,4.3,100,3
9c522bd0c17e,Product 9c522bd0,automotive,159.0,4.0,100,1
77ddf7d96824,Product 77ddf7d9,stationery shop,89.9,4.0,100,1
9f7878d3613e,Product 9f7878d3,domestic_utilities,122.97,4.0,100,3
937c825572d2,Product 937c8255,bed_table_bath,45.26,4.0,100,2
7cb1e417bdc1,Product 7cb1e417,beauty_health,699.4,5.0,100,2
ebccaf8ddfeb,Product ebccaf8d,you drink,75.0,4.0,100,1
2b4042dfabc3,Product 2b4042df,domestic_utilities,69.99,3.7,100,3
7b2fc344801b,Product 7b2fc344,telephony,19.9,1.0,100,1
af2ce88035b6,Product af2ce880,you drink,48.5,5.0,100,1
4744ba40fb4b,Product 4744ba40,furniture_decoracao,85.0,5.0,100,1
7fe486a60125,Product 7fe486a6,household appliances_2,199.0,5.0,100,1
8c154410716f,Product 8c154410,beauty_health,95.0,4.0,100,1
dfbbf137ccb6,Product dfbbf137,informatica_acessorios,62.0,4.0,100,1
d2a6a1234a2a,Product d2a6a123,watches_gifts,225.0,5.0,100,1
0d5837a2580f,Product 0d5837a2,domestic_utilities,399.9,1.0,100,2
f081174cf4cd,Product f081174c,watches_gifts,148.9,5.0,100,1
103704a4243e,Product 103704a4,sport_leisure,119.99,5.0,100,1
148c9e8af97e,Product 148c9e8a,construction_tools_construction,159.9,5.0,100,1
f4b684b9c6a1,Product f4b684b9,household appliances_2,429.9,4.0,100,1
d12626c1266a,Product d12626c1,beauty_health,157.99,5.0,100,1
fac82ec64551,Product fac82ec6,beauty_health,150.0,4.0,100,1
157d8cabb7a3,Product 157d8cab,party_articles,149.9,2.5,100,2
56cfc201c764,Product 56cfc201,beauty_health,291.5,5.0,100,1
a9561ee69e9f,Product a9561ee6,bed_table_bath,189.9,4.0,100,1
c7f27c5bef23,Product c7f27c5b,party_articles,24.9,3.0,100,1
b5f2e8a3a546,Product b5f2e8a3,telephony,107.53,5.0,100,3
eb4ce1251cfe,Product eb4ce125,food,38.9,5.0,100,1
47216f416d46,Product 47216f41,furniture_decoracao,17.5,5.0,100,1
74a540bb7912,Product 74a540bb,watches_gifts,418.0,5.0,100,1
561e48cdfacd,Product 561e48cd,pet_shop,94.9,5.0,100,2
0d43f8d3ba89,Product 0d43f8d3,stationery shop,14.9,4.0,100,4
16e3cf9ffd35,Product 16e3cf9f,informatica_acessorios,59.9,5.0,100,1
2669a9fe1aaf,Product 2669a9fe,audio,129.99,4.9,100,8
8acf0061d1c7,Product 8acf0061,bed_table_bath,69.97,1.0,100,1
ff01ba3d3676,Product ff01ba3d,stationery shop,79.0,5.0,100,1
a35a9f46dcee,Product a35a9f46,informatica_acessorios,24.9,4.0,100,4
8513feffb629,Product 8513feff,domestic_utilities,149.0,5.0,100,1
9668e3c1bfb4,Product 9668e3c1,casa_conforto,269.0,5.0,100,1
0f91b6a95a57,Product 0f91b6a9,beauty_health,116.9,5.0,100,3
5a6eeab62396,Product 5a6eeab6,garden_tools,59.9,5.0,100,1
d70c83128261,Product d70c8312,fashion_bags_e_acessorios,34.9,1.0,100,1
e5c969a4ba30,Product e5c969a4,sport_leisure,27.9,5.0,100,1
8ea6651a5fee,Product 8ea6651a,you drink,141.12,5.0,100,1
28b04f8634b7,Product 28b04f86,general,25.9,3.0,100,1
cc1b5f3a64b4,Product cc1b5f3a,perfumery,39.9,5.0,100,1
13050bbc5cf6,Product 13050bbc,bed_table_bath,56.9,2.0,100,1
5f42d57952b7,Product 5f42d579,beauty_health,110.32,5.0,100,1
5528209b7e7d,Product 5528209b,furniture_decoracao,39.9,5.0,100,1
ad7aebed2058,Product ad7aebed,construction_tools_tools,59.99,4.0,100,1
63ddf5df9f36,Product 63ddf5df,domestic_utilities,15.5,4.0,100,2
0bdc4af29a51,Product 0bdc4af2,perfumery,69.9,5.0,100,1
769083fbf5eb,Product 769083fb,cool_stuff,89.8,4.0,100,1
0a4093a4af42,Product 0a4093a4,beauty_health,29.9,5.0,100,1
0129d1e9b29d,Product 0129d1e9,consoles_games,16.9,4.5,100,2
def19e614797,Product def19e61,sport_leisure,179.99,5.0,100,1
21b524c4c060,Product 21b524c4,construction_tools_construction,63.7,3.0,100,1
1c4dbd58e9b0,Product 1c4dbd58,bed_table_bath,149.0,1.5,100,2
f72c56e46adf,Product f72c56e4,furniture_sala,215.0,5.0,100,1
12e6d0f65598,Product 12e6d0f6,furniture_sala,49.99,5.0,100,1
5900f1542240,Product 5900f154,fashion_bags_e_acessorios,30.0,1.0,100,1
1a6c9da4039d,Product 1a6c9da4,domestic_utilities,97.0,4.0,100,1
602bd303d85e,Product 602bd303,automotive,1499.99,1.0,100,1
77c85114b829,Product 77c85114,furniture_sala,199.9,1.0,100,1
78258dcdffa7,Product 78258dcd,perfumery,369.9,5.0,100,1
17f6a6d7f6e0,Product 17f6a6d7,beauty_health,156.0,5.0,100,1
710e8b076db0,Product 710e8b07,sport_leisure,44.99,5.0,100,2
ff351cfcb7d6,Product ff351cfc,toys,19.99,5.0,100,1
a8ab87e971c2,Product a8ab87e9,toys,29.0,5.0,100,1
eae2dd85f947,Product eae2dd85,musical_instruments,27.9,5.0,100,1
3eebb0207da8,Product 3eebb020,watches_gifts,58.0,2.0,100,1
b248cbdf748a,Product b248cbdf,automotive,24.0,3.0,100,1
fb5c123fd5ab,Product fb5c123f,you drink,74.99,5.0,100,1
d17fcc262e1d,Product d17fcc26,sport_leisure,94.9,5.0,100,1
f19ff6e54cc3,Product f19ff6e5,house_construction,101.9,5.0,100,1
3745086e4284,Product 3745086e,toys,42.2,5.0,100,2
5aa0d6ed4e6c,Product 5aa0d6ed,arts_and_crafts,11.9,5.0,100,1
ace151a1240f,Product ace151a1,beauty_health,797.0,5.0,100,1
aba488672db0,Product aba48867,stationery shop,39.9,5.0,100,1
9806189f9cb6,Product 9806189f,portateis_casa_forno_e_cafe,220.0,5.0,100,1
7ef3a40a669c,Product 7ef3a40a,sport_leisure,28.9,4.0,100,1
80c8ac047ca6,Product 80c8ac04,sport_leisure,599.0,4.0,100,1
98e5d3ce2fa0,Product 98e5d3ce,informatica_acessorios,22.83,5.0,100,1
b9a90f1fc4d5,Product b9a90f1f,construction_tools_security,189.0,4.0,100,1
750dcfda0a97,Product 750dcfda,domestic_utilities,27.81,5.0,100,1
3831462c36ea,Product 3831462c,stationery shop,119.0,5.0,100,1
501c8cd285f4,Product 501c8cd2,construction_tools_construction,24.99,1.5,100,2
c2a7775e16b4,Product c2a7775e,domestic_utilities,34.0,5.0,100,1
3e845176ca89,Product 3e845176,furniture_decoracao,79.9,5.0,100,1
dfc9d9ea4c2f,Product dfc9d9ea,bed_table_bath,169.9,1.0,100,1
405b91eb4d09,Product 405b91eb,perfumery,179.9,4.0,100,1
68e3ddebebde,Product 68e3ddeb,sport_leisure,36.93,5.0,100,1
4fe644d766c7,Product 4fe644d7,artes,77.49,3.5,100,4
41b821274ec5,Product 41b82127,toys,79.9,5.0,100,1
d1a57f4402db,Product d1a57f44,beauty_health,31.9,3.0,100,1
3a0a670620f5,Product 3a0a6706,domestic_utilities,89.0,5.0,100,1
459c346252ef,Product 459c3462,pet_shop,119.0,5.0,100,1
79b43b8b16a6,Product 79b43b8b,sport_leisure,14.5,5.0,100,1
cd6d8b8b983f,Product cd6d8b8b,bed_table_bath,49.99,2.0,100,1
2c5e4da8e3be,Product 2c5e4da8,perfumery,34.9,5.0,100,1
55729c65a6d4,Product 55729c65,sport_leisure,52.9,5.0,100,1
e1588225be87,Product e1588225,automotive,8.7,4.0,100,1
765828bfddc5,Product 765828bf,beauty_health,37.9,4.7,100,3
781afe929e30,Product 781afe92,sport_leisure,109.7,4.0,100,2
a221cf5ea20b,Product a221cf5e,automotive,69.7,4.0,100,1
74abbd4c4593,Product 74abbd4c,domestic_utilities,19.9,5.0,100,1
0cbeda603059,Product 0cbeda60,stationery shop,79.0,4.0,100,1
be6d51a5cb11,Product be6d51a5,musical_instruments,69.9,4.0,100,1
22f799df8d54,Product 22f799df,domestic_utilities,219.9,4.0,100,3
11ae52c87d8e,Product 11ae52c8,beauty_health,36.94,5.0,100,1
97bb088389e8,Product 97bb0883,sport_leisure,89.0,5.0,100,1
8c19dcc6a7f4,Product 8c19dcc6,perfumery,65.0,5.0,100,1
f46098048d1a,Product f4609804,sport_leisure,99.0,5.0,100,1
81b6c7c058ad,Product 81b6c7c0,bed_table_bath,114.9,5.0,100,1
e0d64dcfaa3b,Product e0d64dcf,watches_gifts,145.5,4.0,100,10
82cf0461be80,Product 82cf0461,informatica_acessorios,465.38,4.0,100,1
c74e157255c4,Product c74e1572,toys,459.0,4.0,100,1
7e6c4a0bf900,Product 7e6c4a0b,watches_gifts,75.0,5.0,100,1
829002c1d5f4,Product 829002c1,house_construction,150.0,4.0,100,1
3d4609bbecb3,Product 3d4609bb,domestic_utilities,16.99,2.0,100,1
3f94f864742e,Product 3f94f864,perfumery,135.0,5.0,100,1
d538285bd15e,Product d538285b,pet_shop,189.99,5.0,100,1
5c77339ada50,Product 5c77339a,sport_leisure,49.9,4.7,100,3
3570caaeaa3f,Product 3570caae,sport_leisure,78.0,5.0,100,1
0fdd1ea79f0f,Product 0fdd1ea7,informatica_acessorios,67.0,4.0,100,3
24c9d3299633,Product 24c9d329,consoles_games,69.99,4.5,100,4
8d4dac6177fb,Product 8d4dac61,beauty_health,91.55,5.0,100,5
fb9840b7c9aa,Product fb9840b7,sport_leisure,110.77,5.0,100,1
466c3d5cdc21,Product 466c3d5c,bed_table_bath,39.0,5.0,100,1
932a7e18ea9b,Product 932a7e18,domestic_utilities,14.7,5.0,100,1
bbc3a3f2596e,Product bbc3a3f2,cool_stuff,49.9,5.0,100,1
142c74d091a4,Product 142c74d0,fashion_bags_e_acessorios,19.9,5.0,100,1
839321c2db7b,Product 839321c2,domestic_utilities,113.89,1.0,100,1
e5897f494af7,Product e5897f49,bed_table_bath,68.5,1.0,100,3
2cc9fe0726e2,Product 2cc9fe07,sport_leisure,245.0,5.0,100,2
c1678c735373,Product c1678c73,bed_table_bath,599.99,5.0,100,1
f8ca22f13e0b,Product f8ca22f1,furniture_decoracao,259.9,1.0,100,1
0f3547f2b32d,Product 0f3547f2,toys,139.9,5.0,100,1
30bbdf80d68d,Product 30bbdf80,perfumery,175.9,5.0,100,1
2a5e8a686fea,Product 2a5e8a68,furniture_decoracao,79.9,4.0,100,1
199a6bb74fd4,Product 199a6bb7,food,157.41,5.0,100,2
477aa9a85d70,Product 477aa9a8,bed_table_bath,29.99,4.0,100,1
419cb1b441ed,Product 419cb1b4,telephony,29.99,5.0,100,1
6ef30104ba62,Product 6ef30104,sport_leisure,44.9,5.0,100,1
37f582e625d4,Product 37f582e6,fashion_bags_e_acessorios,39.9,5.0,100,1
f541764c0e99,Product f541764c,beauty_health,127.9,5.0,100,2
f58bb9f12b0c,Product f58bb9f1,toys,99.99,5.0,100,1
5aea35fa2cc4,Product 5aea35fa,sport_leisure,19.9,5.0,100,2
a05ed2eb5656,Product a05ed2eb,automotive,24.99,5.0,100,2
596b0cef604a,Product 596b0cef,construction_tools_construction,40.9,4.0,100,1
7b8d9c8c0d92,Product 7b8d9c8c,construction_tools_construction,177.5,4.0,100,2
d9fcf1be6830,Product d9fcf1be,bags_accessories,148.5,4.0,100,1
4c84f53b7bc2,Product 4c84f53b,portable appliances,289.99,5.0,100,1
f0f9486bd961,Product f0f9486b,general_interest_books,44.95,5.0,100,1
6d83b30a8dcf,Product 6d83b30a,furniture_decoracao,257.0,5.0,100,1
5c134d92a99c,Product 5c134d92,construction_tools_security,112.01,4.0,100,1
104b9503ee57,Product 104b9503,construction_tools_garden,50.0,5.0,100,1
90147b75b794,Product 90147b75,bed_table_bath,124.99,5.0,100,1
e3c0fe9e5a36,Product e3c0fe9e,sport_leisure,140.0,5.0,100,1
c06b0271681b,Product c06b0271,construction_tools_security,155.9,5.0,100,1
b74d57e3377d,Product b74d57e3,bed_table_bath,64.0,4.0,100,1
e8822c8d3590,Product e8822c8d,telephony,79.9,5.0,100,1
ddb9d7913729,Product ddb9d791,furniture_decoracao,197.5,4.0,100,1
d8a347544677,Product d8a34754,telephony,799.9,4.0,100,1
a2ac160db30a,Product a2ac160d,automotive,66.9,5.0,100,1
