sku,rating,review_text,date,verified_purchase
c20a3f598c16,1,I bought two units of the product and only received one. I'm waiting for the shipment or information about the second one..,2018-08-18,True
c20a3f598c16,1,I bought two units of the product and only received one. I'm waiting for the shipment or information about the second one..,2018-08-18,True
50692766f592,5,I love shopping at Lannister stores!!! Delivery was within 20 days!! I bought it and in 3 days it arrived in another state!!! It was a lovely gift,2018-08-24,True
78efe838c04b,5,"Delivery was made ahead of schedule, at my request. I loved it, because I had a trip planned and wanted to take the gift. It worked out.",2018-08-31,True
4a741a6cd8c7,5,PRODUCT NOTE 100,2018-08-23,True
157ee978f4fc,5,I recommend,2018-08-15,True
fb9840b7c9aa,5,super fast delivery,2018-08-30,True
e182a4a7b0d3,3,"The product arrived on time, however, the size did not fit my Brastemp machine, as stated on the website.",2018-08-22,True
bb50f2e236e5,5,bom,2018-08-21,True
2a34e0af5f72,5,Excellent! I received the order well before the deadline. Everything as ordered. Congratulations!,2018-08-31,True
4c4ac406dc3f,5,"I really liked it, thank you for serving customers with great competence.",2018-08-18,True
ca0e18cb90ba,1,"The USB connector they delivered is different from what was advertised, which interested me and that's why I bought it. What they sent DOES NOT work on my cell phone. I require immediate exchange.",2018-08-11,True
b248cbdf748a,3,He delivered everything correctly.,2018-08-14,True
b5e04fdc949e,4,"Delivery on time, I liked the product, I recommend it!",2018-08-12,True
9ad4fb75641c,1,Didn't arrive Didn't arrive,2018-08-30,True
fbce4c4cb307,4,Very good,2018-08-16,True
d5de9e833358,5,I am already a satisfied customer with the service...,2018-08-23,True
b0528299d65a,5,"Excellent product, as it is Forusi, quality was to be expected.
A sales and intermediary company that respects the customer arrived well before the deadline!",2018-08-18,True
f083f237cbf9,5,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,2018-08-25,True
f083f237cbf9,5,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,2018-08-25,True
3fbc0ef74595,4,The product arrived well before the scheduled date. I thought it was great!,2018-08-21,True
f16d2a82f9aa,5,purchase procedure until delivery note 10.,2018-08-23,True
8c591ab0ca51,5,"A great auto transformer, it serves many, many uses.
Great, I recommend it.
Everything was delivered ok, thanks.",2018-08-24,True
49d23d488746,2,"The description stated the measurement was 3.00x2.50m, but it came in at 2.80x2.50. I asked for an exchange and the product is no longer available, but discount coupons. I'm not interested. I wanted the right size curtain. I don't recommend it.",2018-08-30,True
4fe644d766c7,5,"Very good quality, it completed my living room and everyone loved it!!",2018-08-17,True
aa8d88eb4b9c,4,I really liked the product,2018-08-17,True
2bd9b51a9ab0,4,"Product delivered before the deadline, + I don't consider it a phenomenon, since they asked for 20 days to deliver. I already tested the control, everything was ok, the Bluetooth was already working, it appears to be original. Satisfied.",2018-08-31,True
317ac060ed22,1,I bought a 110v Grinder and they sent me a 220v. I have had no response so far.,2018-08-14,True
813abede22d2,1,I bought it on 08/07 at Targaryen with a delivery date of 08/21 and until now I have not received the product.,2018-08-23,True
bb2655e0acfc,5,"I tried to request an exchange through the website and was unable to do so. The product is great. But a bowling ball arrived defective, it arrived cracked. Is it possible to send the red ball without defects?",2018-08-25,True
2da57168cd8f,5,I haven't used the product yet so I can't evaluate it.,2018-08-30,True
cdfdfcc9f178,3,"I liked the product, beautiful! However, even with the right measurements, they were quite tight on my chairs.",2018-08-31,True
5c909f03b5ba,5,"Very good, I received everything exactly as I ordered",2018-08-15,True
5c909f03b5ba,5,"Very good, I received everything exactly as I ordered",2018-08-15,True
5c909f03b5ba,5,"Very good, I received everything exactly as I ordered",2018-08-15,True
afdb06ebeca9,5,.,2018-08-21,True
bac155b95a24,5,Excellent product. Easy use. I recommend.,2018-08-18,True
194e74feac1f,1,I only received one unit and I purchased two units,2018-08-14,True
194e74feac1f,1,I only received one unit and I purchased two units,2018-08-14,True
12e6d0f65598,5,PERFECT,2018-08-15,True
20ecd51a1e2c,5,"Delivery ahead of schedule, excellent first-class product... I bought the same perfect colors... I finally became a customer. I will buy more often. Note: Shipping could be free. Here's a tip",2018-08-12,True
5f79ee3b64a3,5,I was satisfied with the purchase and the service. Thanks,2018-08-30,True
081cac4fc215,5,"Reliable, arrived on time. I loved",2018-08-30,True
28beefcab28e,4,I recommend it to everyone.,2018-08-31,True
d322eb25f029,5,Excellent.,2018-08-29,True
06601c3059e3,5,super satisfied with the product and delivery,2018-08-28,True
e23ba2d67536,5,"I loved the product, I highly recommend it",2018-08-18,True
80a96c144008,5,"The product is for one person, not yet tested, I hope it works well on an induction cooker, which is the purpose. 
Thank you everyone! Partner and Lannister!!",2018-08-24,True
52f7bc73b7af,3,"I received the product 4 days before the deadline, when I opened the box I noticed that the wires came in black and I placed the order in white... several wires on the lamp are bent, it left something to be desired for me.",2018-08-21,True
c20a3f598c16,5,Excellent,2018-08-25,True
d04857e7b4b7,5,I highly recommend,2018-08-17,True
9759a740aa84,1,This is already the fourth or fifth purchase of mine that hasn't been enough yet.,2018-08-26,True
9759a740aa84,1,This is already the fourth or fifth purchase of mine that hasn't been enough yet.,2018-08-26,True
fe7f10e5c9d3,3,I found it very weak.,2018-08-31,True
1760fb3ce37c,4,"Great toy for children over three years old, my son loved it",2018-08-24,True
9fe172fa8e66,1,Company is not punctual in delivery.,2018-08-25,True
08834f7365a6,5,"Product better than expected. Super fast delivery. I've been a lannister.COM customer for several years, so I always recommend it to all my friends and family!",2018-08-22,True
e99d69efe684,5,I will always buy here because it is the best congratulations,2018-08-14,True
f940327804bd,5,Very good service! Hugs...,2018-08-28,True
020a80cb704b,5,Very good service! Hugs...,2018-08-28,True
f940327804bd,5,Very good service! Hugs...,2018-08-28,True
57f2bc497c1a,3,"The touch screen clock is difficult to use and changes the time all the time, but at most TDS the others are fine.",2018-08-15,True
aa8d88eb4b9c,3,"The touch screen clock is difficult to use and changes the time all the time, but at most TDS the others are fine.",2018-08-15,True
27d089865ecb,3,"The touch screen clock is difficult to use and changes the time all the time, but at most TDS the others are fine.",2018-08-15,True
1708d4cfc421,5,I loved! Very soft,2018-08-18,True
b7a812ed1b86,5,"Very good trustworthy 
The product arrived perfect without any defects with the correct measurements
Arrived up to 1 week before the deadline 
I highly recommend",2018-08-24,True
b6c9cd6e3f66,5,"Easy to purchase on the website and fast delivery, product meets expectations. I recommend",2018-08-25,True
8da584c8aff7,5,Very good product.,2018-08-18,True
81310f3abbc7,5,"Fast delivery, correct product. Good packaging.",2018-08-15,True
fe75529a267b,4,Product with authenticity label.,2018-08-27,True
58d412a7724e,5,"product as advertised, super fast delivery",2018-08-24,True
fb7b0b000e62,1,"THE PRODUCT I ORDERED DOES NOT CORRECT TO WHAT WAS DELIVERED, TOTALLY DIFFERENT.",2018-08-22,True
7435b3acc47c,5,"purchase made successfully. 
everything perfect.
super satisfied customer",2018-08-21,True
0f820791c5bd,4,"I received it on time, and the merchandise was flawless.",2018-08-24,True
0981ba54d8dd,2,"I only received the kit with pillow covers, I did not receive the sheet cover.",2018-08-24,True
6522b16614da,2,"I only received the kit with pillow covers, I did not receive the sheet cover.",2018-08-24,True
53759a2ecdda,5,"I always buy from Lannister and I have nothing to complain about, everything is perfect.",2018-08-30,True
53759a2ecdda,5,"I always buy from Lannister and I have nothing to complain about, everything is perfect.",2018-08-30,True
c3674fb8631d,5,The order was delivered well before the established deadline. I highly recommend,2018-08-21,True
602c01834bee,3,I didn't receive the LED lamp,2018-08-23,True
19c91ef95d50,5,"Very good, delivered ahead of schedule",2018-08-29,True
ed3d4d9d2825,2,"I bought it online but they didn't deliver it to my house. I had to pick it up at the post office, I hated it, I don't recommend it because I didn't have the convenience of receiving it at home. Despite paying shipping.😣",2018-08-26,True
180470390042,5,"Good, delivered ahead of schedule.",2018-08-17,True
0c96091f6f20,5,Excellent service quality delivery neat attention careful I will continue shopping with the company congratulations on captivating customers I will recommend I loved it,2018-08-30,True
a9e1f2fff48f,5,The product arrived in perfect condition and before the established deadline. The design is good and met my expectations,2018-08-25,True
78119fbfa709,5,I've been shopping at Lannister for a long time and the products always arrive well ahead of schedule and are of excellent quality.,2018-08-31,True
6ed6fb2418af,5,Very useful product and great quality,2018-08-29,True
b4a006be2cfa,5,My daughter loved the toy... the deadline was met...,2018-08-14,True
cebff45f1d15,4,"Very small, ideal for taking in the car",2018-08-25,True
a7216be504e1,5,I received the product before the deadline they gave me and it was exactly as advertised.,2018-08-17,True
05890763390a,5,Product delivered on time and as chosen.,2018-08-17,True
39251fd407f6,4,Good product I recommend,2018-08-12,True
7ea3919d7abd,5,Product arrived ahead of schedule and was exactly what I was looking for,2018-08-15,True
4e1346d7b7e0,5,"I loved it, just like in the photo",2018-08-31,True
4e1346d7b7e0,5,"I loved it, just like in the photo",2018-08-31,True
2a7841348f24,4,Product delivered quickly and as specified,2018-08-14,True
1501b0033c68,5,Product delivered quickly and as advertised.,2018-08-25,True
27bd615168b1,5,I received it before the estimated deadline.,2018-08-25,True
a02d0123079f,4,Since August 15th I have requested the cancellation of the purchase in question and to date I have not received a response.,2018-08-16,True
02851253400f,5,Everything went well and arrived ahead of schedule.,2018-08-26,True
55cbb9dbf16b,4,"The mg of each capsule just didn't come on the packaging.
If you could let me know I would be grateful.
Elizabeth Azzi",2018-08-30,True
541fe3a51f05,5,100%,2018-08-17,True
c20a3f598c16,4,Delivered on time and in one piece,2018-08-09,True
5f19455f0c39,4,the store posted the product correctly. but the courier hasn't delivered it yet,2018-08-26,True
36eabbbffe42,1,"the product arrived incomplete! 
I can't contact either Lannister stores or the phone number that came in the note.
I would like to resolve this as quickly as possible!",2018-08-16,True
7b2fc344801b,1,"the product arrived incomplete! 
I can't contact either Lannister stores or the phone number that came in the note.
I would like to resolve this as quickly as possible!",2018-08-16,True
fbce4c4cb307,5,Excellent,2018-08-16,True
7174375d5bea,1,"The mascara was supposed to arrive on August 24, 2018 and so far nothing. I sent an email and they asked me 48 hours for a response. Delivery time is already long and there are still delays. Total disregard.",2018-08-26,True
f541764c0e99,5,Product well packaged. Very fast delivery. Very good!,2018-08-23,True
b4b50667a987,1,"I bought a kit + accessory, I only received a central unit and a control

see what was in the purchase order and see what's missing
4 Xas 4000 Magnetic Sensors 1 Siren for Alarm Center 1 Battery",2018-08-29,True
d017a2151d54,3,I just thought this wallet model was great.,2018-08-25,True
c4baedd846ed,4,Very fast in delivery. Product well packaged and as advertised.,2018-08-15,True
e59dd207c69d,5,"The product came well packaged and correct, arrived before the expected date. I always buy and buy from Stark and recommend it.",2018-08-25,True
306e6b5dda33,1,I bought 2 items...a hammock and table with 2 children's chairs. I only received the hammock.,2018-08-19,True
18f6ea7e8cff,1,I bought 2 items...a hammock and table with 2 children's chairs. I only received the hammock.,2018-08-19,True
41751736c87d,1,Did not deliver the correct product,2018-08-21,True
abc3c2e40b0c,5,Very good seller,2018-08-30,True
3e00f726a0e1,3,I haven't received the stool yet. Quanto aos cobertores. Tudo perfeito.,2018-08-18,True
9fe67dbcc337,3,I haven't received the stool yet. As for the blankets. Everything perfect.,2018-08-18,True
9fe67dbcc337,3,I haven't received the stool yet. As for the blankets. Everything perfect.,2018-08-18,True
9fe67dbcc337,3,I haven't received the stool yet. As for the blankets. Everything perfect.,2018-08-18,True
49955ea31be7,5,"I bought it, I received it as agreed, nothing to complain about, I definitely recommend it to José",2018-08-26,True
05d7deab2f99,5,"Everything ok, well packaged, beautiful hat!",2018-08-21,True
a3c95dc653d9,5,Good product,2018-08-18,True
6210c771a72a,5,"Any product I buy from you, I receive within the deadline and qualifications. Keep it up. It is the seriousness of the work that will make Brazil a country of excellence in the provision of services.",2018-08-12,True
7670134d0dee,5,I received the product well packaged and on time! I recommend the store!!,2018-08-29,True
ae6a082af3a5,1,"There was only one of the books in the envelope, although the invoice listed the two books purchased. I still haven't received a response regarding my question.",2018-08-21,True
14d8c1bbd5f3,1,"There was only one of the books in the envelope, although the invoice listed the two books purchased. I still haven't received a response regarding my question.",2018-08-21,True
514171f9d45a,1,"Despite saying that the cooler was compatible with my purifier in the ad description, IT IS NOT.

I had to return it. In other words, I waited for nothing.",2018-08-24,True
0bcc3eeca39e,1,Only one product arrived,2018-08-17,True
dfc9d9ea4c2f,1,Only one product arrived,2018-08-17,True
9d1893083966,1,Only one product arrived,2018-08-17,True
c5c66926b3f9,1,I still hope to receive the product🙏🏻,2018-08-16,True
b469675b1024,2,I haven't received the beige or red game yet,2018-08-15,True
2772d1e494d4,5,"Everything arrived very well, sir",2018-08-18,True
803668f06385,5,Product arrived correctly and on time.,2018-08-21,True
19c91ef95d50,5,product delivered on time and as expected,2018-08-23,True
d33a74e1b6cf,5,"Product as advertised, delivery was made in less than 48 hours.",2018-08-22,True
b67841db204f,5,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,2018-08-25,True
f7740e5b4337,5,I highly recommend,2018-08-25,True
5403528d987a,5,"IT ARRIVED EARLY, EASY TO SET UP AND UNDERSTAND ITS FUNCTIONALITIES, GOOD TO USE",2018-08-26,True
87ea2f45559e,4,Very fast delivery.,2018-08-24,True
9799f204443f,5,It arrived before the deadline. Thanks.,2018-08-31,True
9799f204443f,5,It arrived before the deadline. Thanks.,2018-08-31,True
561e48cdfacd,5,It cost,2018-08-16,True
1e15e15a2cf0,5,as collected,2018-08-28,True
1e15e15a2cf0,5,as collected,2018-08-28,True
d88262560636,5,I received it incredibly quickly. Before the deadline.,2018-08-21,True
d88262560636,5,I received it incredibly quickly. Before the deadline.,2018-08-21,True
a8bb7885faf3,5,Excellent.,2018-08-11,True
064c975d37d3,1,I ordered 6 products and only received 2.,2018-08-31,True
7b44e5ea770e,1,I ordered 6 products and only received 2.,2018-08-31,True
58f579bb52be,1,I ordered 6 products and only received 2.,2018-08-31,True
64ec83de8f00,1,I ordered 6 products and only received 2.,2018-08-31,True
24543438ec09,1,I ordered 6 products and only received 2.,2018-08-31,True
a7bbff32c732,1,I ordered 6 products and only received 2.,2018-08-31,True
3354a4e684f5,4,Great product and arrived in perfect condition.,2018-08-14,True
7814c273ab16,5,Very good. I loved,2018-08-31,True
03ff4bf1cbb9,5,"Great store, great product.",2018-08-30,True
b532349fe46b,3,"GOOD SERVICE, EASY TO PURCHASE, FAST DELIVERY.",2018-08-14,True
b532349fe46b,3,"GOOD SERVICE, EASY TO PURCHASE, FAST DELIVERY.",2018-08-14,True
b532349fe46b,3,"GOOD SERVICE, EASY TO PURCHASE, FAST DELIVERY.",2018-08-14,True
cc1cf854a122,4,Ok,2018-08-20,True
67b0220f6933,1,"I received the Gui Gui doll, but the Frida cocktail shaker. I await verification and return.",2018-08-23,True
5900f1542240,1,"I received the pendant defective, broken.",2018-08-25,True
9e2ee57a77fe,5,Received before the expected deadline.,2018-08-28,True
653db51f38df,2,I didn't receive the sofa cover. I'm waiting and I don't know when it will come,2018-08-31,True
6f58f28210b6,2,I didn't receive the sofa cover. I'm waiting and I don't know when it will come,2018-08-31,True
783caabd539c,5,"Fast delivery and excellent product, I recommend it.",2018-08-29,True
36ab622c8cb4,5,"The Product arrived ahead of schedule, the purchase was practical and quick.",2018-08-24,True
80a96c144008,1,Product delivery delay,2018-08-30,True
73654d559ec8,4,"Came super fast, excellent",2018-08-30,True
20e52965ed6d,5,Excellent !,2018-08-21,True
363218ba55c6,5,Excellent product and very fast delivery. I'm going to buy 2 more!,2018-08-18,True
363218ba55c6,5,Excellent product and very fast delivery. I'm going to buy 2 more!,2018-08-18,True
d426c5201738,5,"Delivery ahead of schedule, as always Lannister stores are to be congratulated",2018-08-22,True
9048cbd294fe,5,"I received the products purchased through the website in perfect condition, both the guitar and the cover. I really liked it!!cIt arrived before the stipulated deadline. It was worth it!!! I recommend...",2018-08-31,True
1264d5ede085,5,Beautiful iron piece. Smooth purchase and delivered ahead of schedule.,2018-08-31,True
b6b220a6c539,1,"They only delivered one item of the purchase, the fish grills were not",2018-08-31,True
8cf22b2cc946,1,"They only delivered one item of the purchase, the fish grills were not",2018-08-31,True
b6b220a6c539,1,"They only delivered one item of the purchase, the fish grills were not",2018-08-31,True
7d0b7e7fe3e9,5,the product arrived correctly. I recommend Lannister stores. thank you very much...,2018-08-21,True
57f2bc497c1a,5,"Delivered ahead of schedule, the product is of good quality.",2018-08-26,True
0f3547f2b32d,5,Positive,2018-08-22,True
8c292ca193d3,5,The purchase and delivery were very easy and quick.,2018-08-29,True
774ea72f37a7,5,Correct product and delivery delivered on time,2018-08-30,True
e4eec4a0771a,5,"I always recommend Targaryen! For the products, competence, price and fast delivery!",2018-08-28,True
027cdd14a677,5,I recommend this site,2018-08-21,True
05555b7712bf,2,"I bought a costume for my nephew, Batman pop size 3/4 years. The package says it comes with a short costume, cape and mask. Turns out the mask didn't come!!",2018-08-29,True
2bd9b51a9ab0,1,"The product is good, however it is sold as if it were from Sony (original) but in fact it is not original but a replica.",2018-08-30,True
2bd9b51a9ab0,1,"The product is good, however it is sold as if it were from Sony (original) but in fact it is not original but a replica.",2018-08-30,True
5aea35fa2cc4,5,"I had requested cancellation due to the expected delivery date, which would be in October. What surprised me was receiving the products yesterday. 
As for the product, it is of excellent quality.",2018-08-23,True
5aea35fa2cc4,5,"I had requested cancellation due to the expected delivery date, which would be in October. What surprised me was receiving the products yesterday. 
As for the product, it is of excellent quality.",2018-08-23,True
a92930c32794,5,"It arrived very quickly... Correct product...
I highly recommend it!!!",2018-08-18,True
783caabd539c,3,It was not delivered,2018-08-17,True
b0cdc9ffc6cc,1,Place an ad that the product is available and in fact there is no product in stock,2018-08-26,True
41db6d8062fc,5,Product arrived as advertised.,2018-08-28,True
7ca64c021527,5,It met my expectations....I recommend it!!!!,2018-08-22,True
0603179793e4,5,"The product met all my expectations, and not to mention that it arrived well before the delivery date, I highly recommend it.",2018-08-14,True
ba9943916136,5,I bought 3 units. All delivered on time and within the announced specifications.,2018-08-23,True
b7fb317b0602,4,"From the beginning of the purchase to delivery, everything went as expected.",2018-08-17,True
dede86846047,5,Excellent store. Product delivered quickly!,2018-08-16,True
90aaf7f99347,5,"I got a good deal buying from a website with
reliable.",2018-08-28,True
e7cc48a9daff,5,"This store is very good!!
Congratulations!",2018-08-18,True
0eb8e03d4ef8,3,"The pieces came disassembled and some of them were larger, making it difficult to assemble the pieces.",2018-08-29,True
67bd616e1ba0,5,It arrived super fast,2018-08-25,True
8af5b5f4f898,5,"Arrived well ahead of schedule, well packaged, great finish...",2018-08-18,True
8af5b5f4f898,5,"Arrived well ahead of schedule, well packaged, great finish...",2018-08-18,True
5f416bfe7719,5,"Product delivered ahead of schedule, in perfect condition.
I always love it and will continue to buy it.",2018-08-29,True
d3153ef55a46,5,"I haven't used the product yet, but it arrived on time.",2018-08-30,True
3ae13337333a,5,Excellent! Super indico!,2018-08-30,True
6c712952b8ef,4,Wonderful product and was delivered before the expected date,2018-08-19,True
691068f99935,5,"I already had a serious problem with lannister.com. Cordless phone delivered after the deadline, ?shipping on such date? and nothing was sent. But this purchase went without problems, correct product, deadline met! Thank you",2018-08-28,True
57414a165829,5,"I recommend it, it came as in the description, perfect condition, the product is very beautiful.",2018-08-21,True
fcf6ad274391,4,The product came with a lot of paint smell.,2018-08-15,True
42ec84ace63b,3,The voltage I ordered was 220...Not 110 as it came,2018-08-17,True
59ae536b07c3,3,"I only received 1 of 2 orders with the same tracking, I'm waiting to solve this problem.",2018-08-19,True
00d2fa6f2a87,3,"I only received 1 of 2 orders with the same tracking, I'm waiting to solve this problem.",2018-08-19,True
24bc2932a12c,5,fast and efficient delivery,2018-08-24,True
9db80a1001d6,5,"Congratulations, I received the product earlier than announced.",2018-08-17,True
205204e979a4,2,I have no way of evaluating the supplier at the moment,2018-08-12,True
205204e979a4,2,I have no way of evaluating the supplier at the moment,2018-08-12,True
cebff45f1d15,5,"Like it and great, delivered on time",2018-08-25,True
af53bbaeee1f,2,"So, the product arrived correctly, but the invoice came with a value that was very different from what was paid.
I paid a total of 95 reais and the note came with a value of 8.00.",2018-08-15,True
3609dcfca328,5,Great purchase I recommend,2018-08-19,True
3609dcfca328,5,Great purchase I recommend,2018-08-19,True
6fc029e77559,5,"Very good product, and fast delivery!",2018-08-22,True
114d1f71a8c0,5,Very fast delivery I loved it.,2018-08-30,True
95fcb44ada4c,5,Great delivered ahead of schedule,2018-08-18,True
3a0a670620f5,5,"I bought the product in June. After paying, they said they did not have the product in stock and offered a voucher or cash in 10 business days.

Overcome by tiredness, I remade the purchase and it worked 2 months later.",2018-08-18,True
11182511f855,5,Very good product and service.,2018-08-21,True
e834949329e7,5,Great service,2018-08-18,True
e834949329e7,5,Great service,2018-08-18,True
130482add9fd,1,"The company took 5 days to issue the invoice and send the product, since payment confirmation. That's a long time. According to product tracking, it is close and should be delivered soon.",2018-08-26,True
07821918ef48,4,"I don't recommend it, because when I put the cartridges in the printer to use them, a message from HP appeared on the computer screen saying that the cartridges were not original.",2018-08-24,True
5f416bfe7719,5,excellent,2018-08-16,True
4231002e80d2,5,great product and quality.,2018-08-22,True
1c4dbd58e9b0,1,a very low quality product with no conditions,2018-08-28,True
20a2ade5928c,5,Product delivered ahead of schedule.,2018-08-31,True
827c4a77226a,4,"I found it difficult to assemble because you have to disassemble it to install the lamp. 
Mais o produto é lindo",2018-08-31,True
ce9642db03ea,5,very good,2018-08-23,True
9bda16ddb772,5,I buy and recommend!,2018-08-23,True
90ebb732ad20,5,"I loved it, I recommend it",2018-08-19,True
6a31191d5ac5,5,"Even though I knew the delivery date stated in the order, I was sure it would arrive sooner. You are punctual.",2018-08-24,True
7c1ed5098b2f,1,"Unfortunately, it has become the rule in Brazil for consumers to buy, pay and not receive the product. Deadline must be met and the responsibility lies with the seller.",2018-08-18,True
a39cc58c1b59,2,"Only one of the pendants came, I need the others, according to the note",2018-08-23,True
09b0d15a8cc9,2,"Only one of the pendants came, I need the others, according to the note",2018-08-23,True
368c6c730842,2,"Only one of the pendants came, I need the others, according to the note",2018-08-23,True
6c8b2975a4a0,5,"Within expectations, as advertised",2018-08-17,True
3fc3d637781e,3,"The product does not serve its purpose, as it does not have an HDMI to tea converter.",2018-08-15,True
931bb2a750c4,5,Product delivered ahead of schedule,2018-08-18,True
496e78057276,1,Product delivered did not match the photo,2018-08-28,True
61e8bddb5e00,5,"Delivery of the product came earlier than expected. The quality of it is excellent, I recommend purchasing the products and to anyone who reads it, I wish you the same luck as me.",2018-08-24,True
365cdbd29e4a,5,arrived earlier than expected,2018-08-17,True
ef59f328cef3,4,"The product is very good, beautiful and with good finishing and sound quality!",2018-08-16,True
6f3b5b605d91,5,"I loved the product, it arrived before the expected delivery date, I really loved it, I highly recommend it",2018-08-21,True
5ae2f57d379f,5,It arrived earlier than expected. I liked the efficiency.,2018-08-29,True
bfc1d1c62b1f,4,It's good to shop at Lannister stores,2018-08-15,True
839fbad388f1,5,Great product!!! It arrived much earlier than expected!!!,2018-08-30,True
6fb911865153,1,"I only received one product.
The other doesn't.",2018-08-29,True
44b6fc0101a9,1,"I only received one product.
The other doesn't.",2018-08-29,True
4e2fa5131fc9,4,"good product, store fulfills its commitment",2018-08-28,True
17da5d80ea0e,3,"I ordered 5 bottles and only 1 bottle was delivered
Complaint was made over the phone and they stopped sending",2018-08-16,True
1aaeaa2c5da7,5,Great works super well,2018-08-15,True
37bb05868e49,1,"The product arrived defective. I requested delivery and received no response.
Horrible",2018-08-30,True
75f6a4f019ec,1,Shit store didn't deliver my order,2018-08-23,True
a319b66ab6ca,5,It came before the deadline! Congratulations!!!,2018-08-29,True
936a034fe3b0,1,"Low quality product, the photo is very misleading, the left boot has no function, the digital only works if you press one of the two buttons on the right and then it goes off, instructions in English and Chinese.",2018-08-29,True
62f423e57a8c,5,"It arrived on time, I followed the information, and everything was fine.",2018-08-23,True
90aaf7f99347,5,"It arrived on time, I followed the information, and everything was fine.",2018-08-23,True
98190f6a2c32,5,Great product.,2018-08-21,True
62f423e57a8c,5,Original product. Hand over the code and Office has been downloaded from the Microsoft page. Easy installation.,2018-08-28,True
84c4e13ecfbf,3,"It came with a broken part, nothing serious, maybe they weren't careful with the packaging",2018-08-12,True
9224bdef49ae,5,"I really liked the store, it delivered before the stipulated deadline!!",2018-08-21,True
7931c305032e,5,Fast delivery quality product congratulations,2018-08-23,True
b192be433004,5,It exceeded my expectations in terms of delivery time. I highly recommend Lannister Toppp stores,2018-08-21,True
7c2de4db4b4b,5,I highly recommend,2018-08-22,True
733162823b9a,5,There was one color on the website and the product came in another. But it came in perfect condition,2018-08-19,True
bce474cc95b6,2,I PURCHASED TWO PRODUCTS AND ONLY RECEIVED ONE PRODUCT AND WAS CHARGED FOR TWO PRODUCTS.,2018-08-18,True
e0d64dcfaa3b,2,I PURCHASED TWO PRODUCTS AND ONLY RECEIVED ONE PRODUCT AND WAS CHARGED FOR TWO PRODUCTS.,2018-08-18,True
55bfa0307d7a,5,"The product arrived earlier than expected and in perfect condition, gift-wrapped and with all the necessary care. Do I recommend it?",2018-08-25,True
1f8aad0f80f6,1,"I bought two sewing kits, I received one and the invoice saying I had two! How can you?",2018-08-22,True
1f8aad0f80f6,1,"I bought two sewing kits, I received one and the invoice saying I had two! How can you?",2018-08-22,True
4d2c3ee422e4,5,Great perfect I liked the product great quality,2018-08-29,True
3ee348fbc437,5,"I really liked it, because it arrived on time and everything was in perfect condition.",2018-08-15,True
f251b1f9c5b0,5,The hammock is beautiful as in the photo.,2018-08-28,True
69ff1e4ad10c,3,Unfortunately the clock is very easy to configure. E o app é péssimo.,2018-08-18,True
855c27cfc622,4,"Somente uma SURPRESA: o produto não é americano, mas, CHINÊS. Due to the quality and similarity, it is not FAKE. But it is also not authentic. Vou usa-lo, espero que não parta o encaixe plástico prá não travar!",2018-08-23,True
027cdd14a677,5,I always bought it and received very good service.,2018-08-21,True
36975c1f4448,1,I asked for cancellation and they still delivered the product to me.,2018-08-29,True
694cbe624717,5,trustworthy website,2018-08-16,True
3fc3d637781e,5,"Due to incompatibility I will return it, great product!",2018-08-17,True
ca0e18cb90ba,5,ok,2018-08-24,True
2a71952901bd,4,Arrived earlier than expected,2018-08-21,True
58c91c9e1ddc,4,"The color of the product is not the color I need, I would like to exchange it, how do I do it?",2018-08-31,True
570df4c7c2a1,4,I bought the Lemon Lime flavor but the seller called me saying he had finished and they gave me a banana one,2018-08-23,True
81f869ddb8b8,5,All the best.,2018-08-24,True
88a3f73bd732,5,Very fast,2018-08-24,True
f7684280fac2,1,I'm missing a part of the support and I can't assemble it,2018-08-25,True
2404d9b539eb,1,On the Lannister website it is not possible to track the movement of the product.,2018-08-25,True
972c34115d85,5,...I have always received my orders intact and even on time!,2018-08-28,True
1078e04ece7f,5,I really liked the product.,2018-08-21,True
2b6f9eb2e027,1,Lack of respect for the customer.,2018-08-26,True
f78b9bb56844,3,"The product measurements were not clear enough, I thought the product was bigger",2018-08-23,True
5999995b8f64,5,"you can buy it very good, easy to clean",2018-08-30,True
685d230b37cf,3,"Product had crumpled edges. Unfortunately, I wasn't the one who received the order to notice.",2018-08-29,True
aff39c649de8,5,"I want to thank the store for delivering well ahead of schedule. I am very satisfied with the product. 
Thanks! I recommend!!",2018-08-18,True
8c591ab0ca51,5,Very good.,2018-08-30,True
3fbc0ef74595,4,"Delivery ahead of schedule, product ok... but I can't evaluate it before consuming it for a certain period of time.",2018-08-28,True
8fc803c7d0a9,4,very fast delivery,2018-08-30,True
7c1e2b3fa023,5,Excellent folder. It exceeded my expectations.,2018-08-16,True
2610a3a6c025,1,"Despite delivering on time, this deadline is very long, I don't recommend it, plus the shipping is absurd.",2018-08-31,True
cb495e321214,1,"HOW TO GIVE MY OPINION?????
I DID NOT RECEIVE THE PRODUCT, THIS IS A WAY TO KNOW THAT I AM COMPLETELY DISSATISFIED AND IRRITATED.
I WANT TO KNOW WHAT THE PROVIDENCE WILL BE????",2018-08-12,True
